Code,ISIN,Market,Industry,BalaceSheetDate,TradingUnit
30590,JP3795150006,Second Section,Retail Trade,"March,31",100
30640,JP3922950005,First Section,Retail Trade,"December,31",100
30670,JP3570800007,First Section,Retail Trade,"September,30",100
30710,JP3399760002,Second Section,Retail Trade,"January,31",100
30730,JP3499650004,First Section,Retail Trade,The end of February,100
30820,JP3240300008,First Section,Retail Trade,"June,30",100
30850,JP3100090004,First Section,Retail Trade,"December,31",100
30860,JP3386380004,First Section,Retail Trade,The end of February,100
30870,JP3639100001,First Section,Retail Trade,The end of February,100
30880,JP3869010003,First Section,Retail Trade,"March,31",100
30910,JP3831550003,First Section,Retail Trade,"December,31",100
30920,JP3399310006,First Section,Retail Trade,"March,31",100
30930,JP3637270004,First Section,Retail Trade,The end of February,100
30970,JP3922930007,First Section,Retail Trade,"June,30",100
30980,JP3297330007,First Section,Retail Trade,"March,31",100
30990,JP3894900004,First Section,Retail Trade,"March,31",100
31340,JP3772000000,First Section,Retail Trade,"April,30",100
31350,JP3860190002,First Section,Retail Trade,"June,30",100
31410,JP3274280001,First Section,Retail Trade,The end of February,100
31480,JP3269940007,First Section,Retail Trade,"May,31",100
31590,JP3346330008,First Section,Retail Trade,"January,31",100
31690,JP3883750006,First Section,Retail Trade,"January,31",100
31720,JP3539050009,First Section,Retail Trade,"July,31",100
31750,JP3160620005,First Section,Retail Trade,"March,31",100
31780,JP3512720008,First Section,Retail Trade,"March,31",100
31790,JP3359940008,First Section,Retail Trade,"March,31",100
31820,JP3174190003,First Section,Retail Trade,"March,31",100
31840,JP3101920001,Second Section,Retail Trade,"March,31",100
31860,JP3758210003,First Section,Retail Trade,"November,30",100
31910,JP3392920009,First Section,Retail Trade,"June,20",100
31930,JP3635900008,First Section,Retail Trade,"July,31",100
31960,JP3851950000,First Section,Retail Trade,"December,31",100
31970,JP3396210001,First Section,Retail Trade,"December,31",100
31980,JP3162250009,First Section,Retail Trade,The end of February,100
31990,JP3993830003,First Section,Retail Trade,"March,31",100
32210,JP3957600004,First Section,Retail Trade,"March,31",100
32220,JP3949450005,First Section,Retail Trade,The end of February,100
33190,JP3309050007,First Section,Retail Trade,"December,31",100
33280,JP3758110005,First Section,Retail Trade,"September,30",100
33330,JP3110500000,First Section,Retail Trade,"February,20",100
33410,JP3729200000,First Section,Retail Trade,"March,31",100
33470,JP3635550001,Second Section,Retail Trade,"March,31",100
33490,JP3298400007,First Section,Retail Trade,"May,31",100
33610,JP3552240008,First Section,Retail Trade,"April,30",100
33720,JP3233300007,Second Section,Retail Trade,"March,31",100
33760,JP3203200005,First Section,Retail Trade,"August,31",100
33820,JP3422950000,First Section,Retail Trade,The end of February,100
33870,JP3269930008,First Section,Retail Trade,The end of February,100
33910,JP3536150000,First Section,Retail Trade,"May,15",100
33950,JP3337070001,First Section,Retail Trade,"March,31",100
33960,JP3802860001,First Section,Retail Trade,The end of February,100
33970,JP3636650008,First Section,Retail Trade,"March,31",100
34150,JP3399710007,First Section,Retail Trade,The end of February,100
35380,JP3154270007,First Section,Retail Trade,"June,30",100
35390,JP3389690003,First Section,Retail Trade,"July,31",100
35440,JP3319750000,First Section,Retail Trade,"May,15",100
35460,JP3500050004,First Section,Retail Trade,The end of February,100
35470,JP3266180003,First Section,Retail Trade,"November,30",100
35480,JP3778450001,First Section,Retail Trade,The end of February,100
35490,JP3266190002,First Section,Retail Trade,"May,20",100
35610,JP3507780009,First Section,Retail Trade,"March,31",100
35630,JP3397150008,First Section,Retail Trade,"September,30",100
37260,JP3163300001,Second Section,Retail Trade,"September,30",100
43500,JP3920940008,First Section,Retail Trade,"March,31",100
58560,JP3620800007,Second Section,Retail Trade,"March,31",100
69930,JP3926000005,Second Section,Retail Trade,"March,31",100
74120,JP3121900009,Second Section,Retail Trade,"March,31",100
74160,JP3773600006,First Section,Retail Trade,"March,31",100
74190,JP3761600000,First Section,Retail Trade,"March,31",100
74210,JP3212400000,First Section,Retail Trade,"March,31",100
74450,JP3965600004,First Section,Retail Trade,"August,31",100
74480,JP3385920008,First Section,Retail Trade,"March,31",100
74530,JP3976300008,First Section,Retail Trade,"August,31",100
74550,JP3882600004,First Section,Retail Trade,"March,31",100
74630,JP3121950004,First Section,Retail Trade,"March,31",100
74750,JP3126300007,First Section,Retail Trade,"March,31",100
74940,JP3300000001,First Section,Retail Trade,"September,30",100
75060,JP3765300003,First Section,Retail Trade,"March,31",100
75080,JP3172450003,First Section,Retail Trade,"March,31",100
75120,JP3860270002,First Section,Retail Trade,The end of February,100
75130,JP3297380002,First Section,Retail Trade,"August,31",100
75140,JP3793500004,First Section,Retail Trade,"August,31",100
75150,JP3879020000,Second Section,Retail Trade,The end of February,100
75160,JP3283750002,First Section,Retail Trade,The end of February,100
75200,JP3161180009,First Section,Retail Trade,The end of February,100
75220,JP3993900004,First Section,Retail Trade,"March,31",100
75240,JP3875000006,First Section,Retail Trade,"March,31",100
75320,JP3639650005,First Section,Retail Trade,"June,30",100
75440,JP3410700003,Second Section,Retail Trade,The end of February,100
75450,JP3659300002,First Section,Retail Trade,"February,20",100
75500,JP3429300001,First Section,Retail Trade,"March,31",100
75540,JP3292400003,First Section,Retail Trade,"March,31",100
75610,JP3765100007,First Section,Retail Trade,"March,31",100
75620,JP3128700006,Second Section,Retail Trade,"March,31",100
75810,JP3310500008,First Section,Retail Trade,"August,31",100
75930,JP3854700006,First Section,Retail Trade,"March,31",100
75960,JP3155800000,First Section,Retail Trade,"March,31",100
76010,JP3856600006,First Section,Retail Trade,The end of February,100
76040,JP3159850001,Second Section,Retail Trade,"April,30",100
76050,JP3812300006,First Section,Retail Trade,"October,31",100
76060,JP3949400000,First Section,Retail Trade,"March,31",100
76110,JP3765180009,First Section,Retail Trade,The end of February,100
76150,JP3250600008,First Section,Retail Trade,"March,31",100
76160,JP3305970000,First Section,Retail Trade,"March,31",100
76180,JP3801520002,First Section,Retail Trade,"March,31",100
76250,JP3274350002,Second Section,Retail Trade,"December,31",100
76300,JP3142150006,First Section,Retail Trade,The end of February,100
76400,JP3629250006,First Section,Retail Trade,"October,31",100
76460,JP3895000002,First Section,Retail Trade,"September,20",100
76470,JP3202200006,Second Section,Retail Trade,"March,31",100
76490,JP3397060009,First Section,Retail Trade,The end of February,100
76790,JP3931410009,First Section,Retail Trade,The end of February,100
79180,JP3107200002,First Section,Retail Trade,"March,31",100
80050,JP3913600007,First Section,Retail Trade,"March,31",100
80080,JP3119950008,First Section,Retail Trade,The end of February,100
81600,JP3237000009,First Section,Retail Trade,"March,31",100
81630,JP3322350004,First Section,Retail Trade,"March,31",100
81650,JP3424600009,First Section,Retail Trade,"December,31",100
81660,JP3453600003,First Section,Retail Trade,The end of February,100
81670,JP3873200004,First Section,Retail Trade,The end of February,100
81680,JP3277400002,First Section,Retail Trade,The end of February,100
81730,JP3393000009,First Section,Retail Trade,"March,31",100
81740,JP3695600001,First Section,Retail Trade,"March,31",100
81790,JP3983600002,First Section,Retail Trade,"December,31",100
81810,JP3595800008,First Section,Retail Trade,The end of February,100
81820,JP3145200006,First Section,Retail Trade,"March,31",100
81840,JP3356800007,First Section,Retail Trade,"August,31",100
81850,JP3528400009,First Section,Retail Trade,The end of February,100
81940,JP3966600003,First Section,Retail Trade,The end of February,100
81980,JP3930400001,Second Section,Retail Trade,The end of February,100
82000,JP3977000003,First Section,Retail Trade,The end of February,100
82020,JP3967000005,Second Section,Retail Trade,"December,31",100
82030,JP3885200000,First Section,Retail Trade,The end of February,100
82070,JP3547200000,First Section,Retail Trade,"March,31",100
82090,JP3829200009,Second Section,Retail Trade,"March,31",100
82140,JP3105400000,First Section,Retail Trade,"March,31",100
82170,JP3172150009,First Section,Retail Trade,"February,20",100
82180,JP3305600003,First Section,Retail Trade,"March,31",100
82190,JP3106200003,First Section,Retail Trade,"March,31",100
82270,JP3358200008,First Section,Retail Trade,"February,20",100
82300,JP3768400008,First Section,Retail Trade,"March,31",100
82330,JP3456000003,First Section,Retail Trade,The end of February,100
82370,JP3869200000,First Section,Retail Trade,The end of February,100
82420,JP3774600005,First Section,Retail Trade,"March,31",100
82440,JP3250800004,First Section,Retail Trade,The end of February,100
82470,JP3500200005,Second Section,Retail Trade,The end of February,100
82520,JP3870400003,First Section,Retail Trade,"March,31",100
82540,JP3310400001,Second Section,Retail Trade,The end of February,100
82550,JP3772400002,First Section,Retail Trade,"March,31",100
82600,JP3142400005,First Section,Retail Trade,The end of February,100
82670,JP3388200002,First Section,Retail Trade,The end of February,100
82730,JP3138400001,First Section,Retail Trade,The end of February,100
82760,JP3834400008,First Section,Retail Trade,"February,20",100
82780,JP3807400001,First Section,Retail Trade,The end of February,100
82790,JP3930200005,First Section,Retail Trade,"March,31",100
82810,JP3428800001,First Section,Retail Trade,"March,31",100
82820,JP3277150003,First Section,Retail Trade,"March,31",100
82870,JP3864900000,Second Section,Retail Trade,The end of February,100
82890,JP3201400003,First Section,Retail Trade,The end of February,100
82910,JP3587800008,First Section,Retail Trade,"March,31",100
92620,JP3369800002,First Section,Retail Trade,"July,31",100
92660,JP3142330004,First Section,Retail Trade,"March,31",100
92670,JP3282750003,First Section,Retail Trade,"June,20",100
92750,JP3652010004,First Section,Retail Trade,The end of February,100
92780,JP3829940000,First Section,Retail Trade,"May,31",100
92790,JP3264860002,First Section,Retail Trade,"October,31",100
96270,JP3105250009,First Section,Retail Trade,"April,30",100
98280,JP3282800006,First Section,Retail Trade,"March,31",100
98310,JP3939000000,First Section,Retail Trade,"March,31",100
98350,JP3392800003,Second Section,Retail Trade,The end of February,100
98420,JP3100100001,First Section,Retail Trade,"February,20",100
98430,JP3756100008,First Section,Retail Trade,"February,20",100
98460,JP3547850002,Second Section,Retail Trade,The end of February,100
98500,JP3274200009,First Section,Retail Trade,"March,31",100
98540,JP3101000002,First Section,Retail Trade,"March,31",100
98560,JP3277300004,First Section,Retail Trade,"March,31",100
98610,JP3958000006,First Section,Retail Trade,The end of February,100
98730,JP3702200001,Second Section,Retail Trade,"March,31",100
98780,JP3420900007,Second Section,Retail Trade,"March,20",100
98870,JP3869800007,First Section,Retail Trade,"March,31",100
99000,JP3316200009,First Section,Retail Trade,"March,31",100
99040,JP3392700005,Second Section,Retail Trade,"March,31",100
99190,JP3227900002,First Section,Retail Trade,"March,31",100
99360,JP3174300008,First Section,Retail Trade,"March,31",100
99450,JP3833700002,First Section,Retail Trade,The end of February,100
99460,JP3905950006,First Section,Retail Trade,The end of February,100
99480,JP3968600001,First Section,Retail Trade,The end of February,100
99560,JP3778400006,First Section,Retail Trade,"March,31",100
99590,JP3117400006,Second Section,Retail Trade,"March,31",100
99660,JP3810200000,First Section,Retail Trade,"June,30",100
99690,JP3369300003,Second Section,Retail Trade,"March,31",100
99740,JP3835700000,First Section,Retail Trade,The end of February,100
99790,JP3484000009,First Section,Retail Trade,"August,31",100
99800,JP3873800001,Second Section,Retail Trade,"March,31",100
99830,JP3802300008,First Section,Retail Trade,"August,31",100
99890,JP3336600006,First Section,Retail Trade,"March,31",100
99900,JP3584700003,First Section,Retail Trade,"March,31",100
99930,JP3935800007,First Section,Retail Trade,The end of February,100
99940,JP3943800007,First Section,Retail Trade,"March,31",100
99970,JP3835650007,First Section,Retail Trade,"March,31",100
